iter	RMSE
473	0.0989777175
474	0.09895917917
475	0.09884404386
476	0.0988257527
477	0.09880074225
478	0.09873881818
479	0.09869534112
480	0.09855355088
481	0.09852240614
482	0.09851430804
483	0.09849284476
484	0.09846638169
485	0.09844569824
486	0.09840157475
487	0.09824946473
488	0.09815145524
489	0.09810898902
490	0.09799941879
491	0.09798626306
492	0.09796279737
493	0.09793954874
494	0.09786575447
495	0.09785588859
496	0.09783974879
497	0.09782344374
498	0.09771309345
499	0.09765230317
500	0.09762511889
501	0.09761570168
502	0.09759612455
503	0.09751113319
504	0.09749328532
505	0.09742313038
506	0.09740087293
507	0.09739022322
508	0.09737529994
509	0.09726288955
510	0.0972127794
511	0.09719091047
512	0.09718174392
513	0.09717264083
514	0.09715107154
515	0.09713579509
516	0.09703964849
517	0.09702178336
518	0.09691685134
519	0.09690581216
520	0.09689281351
521	0.09687166346
522	0.09685671672
523	0.09683578473
524	0.09682254808
525	0.09672458553
526	0.09663719911
527	0.09661536924
528	0.09650811487
529	0.09649651909
530	0.09648181812
531	0.0964661439
532	0.09645756725
533	0.09640205264
534	0.09639165684
535	0.09632424941
536	0.09630909207
537	0.09630052717
538	0.0962862071
539	0.09623159251
540	0.09609526881
541	0.09608025049
542	0.09600172685
543	0.09598886477
544	0.09596488074
545	0.09595032632
546	0.09585047408
547	0.09570661819
548	0.09562315473
549	0.09560831302
550	0.09559941619
551	0.09545415819
552	0.09543834033
553	0.09541993987
554	0.09534212017
555	0.09532622964
556	0.09524321547
557	0.09523523356
558	0.09521851558
559	0.09519416069
560	0.09517142404
561	0.09516623363
562	0.09511447173
563	0.0950836022
564	0.09501283786
565	0.09494768349
566	0.09493431308
567	0.09492914451
568	0.09491580771
569	0.0948936899
570	0.09487806902
571	0.09486490685
572	0.09484374839
573	0.09474895473
574	0.09473431857
575	0.09471901316
576	0.09470370301
577	0.0946534304
578	0.09458004944
579	0.09453545729
580	0.09446474775
581	0.09439497841
582	0.09429527189
583	0.09419801747
584	0.0941852454
585	0.09416236178
586	0.09409116104
587	0.09400138428
588	0.09390575605
589	0.09389275235
590	0.09388778294
591	0.09386605184
592	0.09380113811
593	0.09378190943
594	0.0936855188
595	0.09367815653
596	0.09359636997
597	0.09355573768
598	0.09342484392
599	0.09341025833
600	0.09336386215
601	0.09335120228
602	0.09326615367
603	0.09319473151
604	0.09310699389
605	0.09309480862
606	0.09307282133
607	0.09300092203
608	0.09298854595
609	0.09296061939
610	0.09294645799
611	0.09286327225
612	0.09282514008
613	0.09280554002
614	0.09272808753
615	0.09269054362
616	0.09267970342
617	0.09259434829
618	0.0925084178
619	0.09250404754
620	0.09242106304
621	0.09230176712
622	0.09225769089
623	0.09224574318
624	0.09223199912
625	0.09221988164
626	0.09213961333
627	0.0921273263
628	0.09211376116
629	0.0921009121
630	0.09208748216
631	0.09198379872
632	0.09191404544
633	0.09190956368
634	0.09181960376
635	0.09174783487
636	0.0916795549
637	0.09155770772
638	0.09154445661
639	0.09144613879
640	0.09144166883
641	0.09143720836
642	0.09142532726
643	0.09135524866
644	0.09135080737
645	0.09134639384
646	0.09128251416
647	0.09127810471
648	0.0912736925
649	0.09118495114
650	0.0911805582
651	0.09112505955
652	0.09111377319
653	0.0910592753
654	0.09105426717
655	0.09104992436
656	0.09098148004
657	0.09096868618
658	0.0908871587
659	0.09088283729
660	0.09087853849
661	0.09087424864
662	0.09086304174
663	0.09085875114
664	0.09079362952
665	0.09071928463
666	0.09071509871
667	0.09068256553
668	0.09066578387
669	0.09064726251
670	0.09063493059
671	0.09063101131
672	0.09060929547
673	0.09060505421
674	0.09052028122
675	0.09051607107
676	0.09050575573
677	0.09044571207
678	0.09043452564
679	0.09037357026
680	0.09031425661
681	0.09030361784
682	0.09029299106
683	0.09028091965
684	0.09027697633
685	0.09018269695
686	0.09007060664
687	0.09005864308
688	0.09005460681
689	0.09005049228
690	0.09003990311
691	0.09003580556
692	0.08997882025
693	0.08995760575
694	0.08994678892
695	0.08987791683
696	0.0898738809
697	0.08986983917
698	0.08986584353
699	0.08978201709
700	0.08977801632
701	0.0897676145
702	0.08970585898
703	0.08970188613
704	0.08958133146
705	0.08948917737
706	0.0894852097
707	0.0894812496
708	0.0894116666
709	0.08940771896
710	0.08940409943
711	0.08940018241
712	0.08939019991
713	0.08938636441
714	0.08938247043
715	0.08937858445
716	0.08929784362
717	0.08929397612
718	0.089211404
719	0.08920754688
720	0.08913406764
721	0.0891302451
722	0.08912664563
723	0.08906602742
724	0.08906226398
725	0.08905842569
726	0.08904843338
727	0.08904462845
728	0.0889681034
729	0.08896428289
730	0.08894372171
731	0.08893992498
732	0.08892116765
733	0.08891736395
734	0.08886767545
735	0.08886396997
736	0.08886049371
737	0.08881765673
738	0.08881389707
739	0.08880286213
740	0.08871370972
741	0.08870995919
742	0.08870623739
743	0.08863987509
744	0.08863615063
745	0.08862432048
746	0.08860965863
747	0.08860598301
748	0.08860229181
749	0.08859863077
750	0.08850283418
751	0.08849917954
752	0.08841794176
753	0.0884034734
754	0.0883998496
755	0.08838923582
756	0.08838560548
757	0.08838198166
758	0.08837838773
759	0.08837477713
760	0.08836505144
761	0.08835207103
762	0.08824515344
763	0.08817141535
764	0.08809024801
765	0.08808692028
766	0.08806768977
767	0.08805797867
768	0.08802360749
769	0.0880201136
770	0.08792187046
771	0.08787673433
772	0.08785918683
773	0.0878556285
774	0.08785236653
775	0.08777212771
776	0.08775857292
777	0.08775503323
778	0.08770390561
779	0.08770038077
780	0.08762699754
781	0.08762347944
782	0.08761996844
783	0.08756557454
784	0.08756241165
785	0.08755892035
786	0.087555436
787	0.08755198208
788	0.08754851095
789	0.08752004573
790	0.08750054099
791	0.08748070699
792	0.0874640072
793	0.08740917901
794	0.08733499729
795	0.0872817125
796	0.08721411107
797	0.08721065764
798	0.08719829108
799	0.08719485072
800	0.08719141703
801	0.08715869588
802	0.08711561204
803	0.08708986189
804	0.08704202603
805	0.08703860995
806	0.08703520043
807	0.08695152313
808	0.08694812337
809	0.08690851384
810	0.08689870724
811	0.08682960613
812	0.08674529888
813	0.08674194863
814	0.08673858312
815	0.08668634655
816	0.08666829477
817	0.08666493395
818	0.08666157961
819	0.08665852153
820	0.0866552531
821	0.08665218682
822	0.08663381095
823	0.08663047863
824	0.08661805025
825	0.08655323291
826	0.08653841276
827	0.08650340207
828	0.08650009131
829	0.08649706736
830	0.08649332732
831	0.08648439617
832	0.08648112757
833	0.08647786572
834	0.08647459152
835	0.08643963239
836	0.08643636258
837	0.08641946776
838	0.08641622054
839	0.08641298002
840	0.08640974619
841	0.08640606131
842	0.08639059096
843	0.08637270522
844	0.08636948492
845	0.08636632834
846	0.08636267041
847	0.08629596346
848	0.08629274328
849	0.08628952927
850	0.08625495624
851	0.0862517477
852	0.08623304541
853	0.08615869811
854	0.08612065349
855	0.08608475276
856	0.08606566762
857	0.08600172075
858	0.0859985252
859	0.08594638208
860	0.08592660505
861	0.08590904574
862	0.08589293103
863	0.0858748992
864	0.08586000382
865	0.08585685309
866	0.08578051054
867	0.08576581804
868	0.08576266493
869	0.0857595264
870	0.08574316122
871	0.0857400286
872	0.08572408495
873	0.08568791461
874	0.08566953991
875	0.0856363494
876	0.08562063058
877	0.08561749111
878	0.08555893379
879	0.08547194914
880	0.08543122605
881	0.08539754152
882	0.08539465396
883	0.08539152894
884	0.08538799939
885	0.08538488616
886	0.08538177744
887	0.08537867653
888	0.08537558203
889	0.08533011212
890	0.08532702721
891	0.08531856686
892	0.08531549467
893	0.08524762768
894	0.08524457037
895	0.08524151723
896	0.08523846992
897	0.08523543058
898	0.08519331202
899	0.08513346061
900	0.08513044023
901	0.08511673741
902	0.08501001597
903	0.0850070069
904	0.08492756583
905	0.08492417754
906	0.08490806625
907	0.08490506383
908	0.08490206712
909	0.0848990761
910	0.08489609078
911	0.08489311156
912	0.08489013757
913	0.08487998269
914	0.08487701523
915	0.08487405393
916	0.08487132225
917	0.08485652191
918	0.08483854624
919	0.0847790422
920	0.0847761014
921	0.08476101409
922	0.0847576083
923	0.08474246789
924	0.0846552355
925	0.08461863722
926	0.08457829757
927	0.08456704527
928	0.08452309143
929	0.0845204087
930	0.08451748589
931	0.08451464291
932	0.08445031188
933	0.08444740401
934	0.0844445045
935	0.08444116865
936	0.08438326455
937	0.08435175967
938	0.08434886608
939	0.08430817781
940	0.08429634656
941	0.08429346732
942	0.08429059381
943	0.08428772601
944	0.08421092757
945	0.08420805809
946	0.08420519431
947	0.08418495288
948	0.08418209277
949	0.08417923837
950	0.08412959039
951	0.08408491168
952	0.08408208399
953	0.08407926203
954	0.08407610691
955	0.08407329136
956	0.084014885
957	0.08399953357
958	0.08399696619
959	0.08396107213
960	0.08395826473
961	0.08395546325
962	0.08395266764
963	0.08395012555
964	0.08390018256
965	0.08379719022
966	0.08379441057
967	0.08374080705
968	0.08372546939
969	0.0836446164
970	0.08358707796
971	0.08358431319
972	0.08358178879
973	0.08356848016
974	0.08355351255
975	0.08354128205
976	0.08349007576
977	0.08343046585
978	0.08342773287
979	0.08342500533
980	0.0834222832
981	0.08341956647
982	0.08336427155
983	0.08336179898
984	0.08335909027
985	0.08333084895
986	0.08331333116
987	0.08327400454
988	0.08327130835
989	0.08322930451
990	0.08322661082
991	0.08317363869
992	0.08316167193
993	0.08315897627
994	0.08315629491
995	0.08308674833
996	0.08308435778
997	0.08308191064
998	0.08305535018
999	0.08302434792
