iter	Passed	Remaining
142	557	3339
143	562	3342
144	569	3356
145	576	3374
146	580	3366
147	584	3366
148	587	3354
149	592	3355
150	595	3347
151	598	3339
152	601	3330
153	605	3328
154	610	3328
155	614	3322
156	616	3311
157	618	3295
158	619	3278
159	621	3263
160	623	3250
161	625	3237
162	630	3238
163	633	3230
164	635	3217
165	638	3207
166	639	3191
167	641	3175
168	642	3159
169	648	3164
170	649	3149
171	650	3133
172	653	3122
173	654	3107
174	657	3097
175	658	3084
176	666	3100
177	668	3088
178	670	3075
179	673	3067
180	677	3063
181	680	3057
182	682	3045
183	686	3045
184	688	3032
185	690	3022
186	697	3034
187	701	3028
188	703	3017
189	706	3013
190	714	3026
191	718	3022
192	719	3009
193	721	2996
194	723	2986
195	729	2993
196	732	2986
197	736	2983
198	739	2976
199	745	2983
200	747	2971
201	749	2959
202	753	2958
203	755	2946
204	760	2950
205	765	2950
206	767	2939
207	770	2933
208	774	2931
209	776	2921
210	780	2917
211	782	2908
212	787	2910
213	792	2908
214	796	2907
215	799	2903
216	801	2892
217	805	2890
218	811	2894
219	814	2886
220	815	2876
221	817	2865
222	818	2853
223	827	2866
224	829	2855
225	831	2848
226	834	2840
227	836	2831
228	839	2825
229	842	2821
230	845	2815
231	847	2804
232	851	2801
233	852	2791
234	860	2799
235	861	2789
236	863	2780
237	866	2775
238	872	2779
239	874	2770
240	877	2762
241	880	2757
242	882	2748
243	885	2743
244	895	2758
245	903	2770
246	905	2761
247	907	2752
248	910	2747
249	912	2737
250	915	2733
251	921	2735
252	923	2726
253	929	2729
254	930	2719
255	932	2710
256	933	2699
257	938	2697
258	947	2709
259	949	2703
260	951	2693
261	955	2690
262	958	2687
263	960	2677
264	963	2672
265	965	2664
266	969	2661
267	971	2652
268	974	2648
269	977	2643
270	979	2634
271	980	2624
272	982	2615
273	985	2610
274	988	2605
275	989	2596
276	991	2587
277	994	2581
278	998	2579
279	1002	2577
280	1004	2569
281	1007	2566
282	1011	2562
283	1012	2553
284	1015	2548
285	1017	2541
286	1019	2532
287	1020	2523
288	1022	2514
289	1025	2510
290	1030	2509
291	1035	2511
292	1037	2503
293	1041	2500
294	1044	2495
295	1045	2487
296	1049	2483
297	1050	2475
298	1052	2467
299	1054	2461
300	1060	2463
301	1068	2470
302	1070	2463
303	1073	2458
304	1076	2452
305	1079	2448
306	1082	2444
307	1084	2436
308	1086	2430
309	1088	2422
310	1092	2420
311	1094	2412
312	1099	2412
313	1102	2408
314	1104	2402
315	1106	2394
316	1108	2387
317	1112	2385
318	1114	2379
319	1118	2376
320	1121	2371
321	1122	2364
322	1124	2356
323	1125	2348
324	1127	2341
325	1131	2339
326	1133	2333
327	1135	2326
328	1137	2320
329	1138	2312
330	1143	2311
331	1150	2314
332	1151	2307
333	1154	2302
334	1158	2299
335	1163	2300
336	1166	2295
337	1168	2289
338	1172	2286
339	1174	2279
340	1175	2272
341	1181	2272
342	1186	2273
343	1188	2266
344	1190	2261
345	1192	2254
346	1195	2250
347	1197	2243
348	1200	2238
349	1201	2231
350	1204	2227
351	1206	2220
352	1212	2222
353	1220	2227
354	1222	2220
355	1227	2219
356	1229	2215
357	1231	2208
358	1233	2201
359	1236	2197
360	1238	2193
361	1240	2186
362	1244	2183
363	1245	2176
364	1246	2169
365	1249	2164
366	1250	2157
367	1252	2150
368	1253	2144
369	1256	2139
370	1257	2132
371	1261	2129
372	1262	2122
373	1263	2115
374	1267	2112
375	1270	2108
376	1273	2104
377	1276	2100
378	1278	2095
379	1280	2089
380	1284	2086
381	1286	2080
382	1289	2076
383	1291	2071
384	1294	2067
385	1299	2066
386	1300	2060
387	1302	2053
388	1303	2047
389	1308	2046
390	1310	2041
391	1313	2037
392	1317	2034
393	1318	2028
394	1321	2023
395	1326	2023
396	1328	2018
397	1330	2012
398	1332	2006
399	1334	2001
400	1336	1996
401	1340	1994
402	1343	1990
403	1345	1984
404	1347	1979
405	1348	1973
406	1350	1967
407	1352	1962
408	1357	1960
409	1360	1957
410	1361	1951
411	1363	1945
412	1366	1941
413	1367	1935
414	1369	1929
415	1370	1924
416	1374	1922
417	1378	1919
418	1380	1914
419	1384	1912
420	1386	1906
421	1390	1904
422	1395	1903
423	1397	1898
424	1399	1893
425	1405	1893
426	1408	1890
427	1410	1884
428	1414	1882
429	1416	1877
430	1425	1881
431	1429	1879
432	1433	1877
433	1435	1871
434	1438	1868
435	1440	1863
436	1443	1860
437	1448	1858
438	1451	1854
439	1459	1857
440	1464	1856
441	1465	1850
442	1467	1845
443	1469	1840
444	1472	1836
445	1473	1830
446	1477	1827
447	1478	1822
448	1482	1819
449	1485	1815
450	1486	1810
451	1490	1807
452	1492	1802
453	1494	1797
454	1496	1792
455	1499	1789
456	1501	1784
457	1503	1779
458	1508	1777
459	1512	1775
460	1520	1777
461	1521	1772
462	1523	1766
463	1525	1761
464	1528	1759
465	1533	1757
466	1536	1754
467	1538	1749
468	1540	1744
469	1542	1739
470	1549	1740
471	1551	1735
472	1553	1731
473	1555	1726
474	1563	1728
475	1567	1726
476	1569	1720
477	1570	1715
478	1572	1709
479	1573	1704
480	1577	1701
481	1580	1698
482	1582	1693
483	1583	1688
484	1585	1683
485	1587	1678
486	1588	1673
487	1597	1675
488	1602	1674
489	1605	1670
490	1606	1665
491	1608	1661
492	1610	1656
493	1615	1654
494	1616	1649
495	1617	1644
496	1619	1639
497	1621	1634
498	1624	1630
499	1628	1628
500	1631	1624
501	1634	1621
502	1636	1616
503	1639	1612
504	1644	1611
505	1645	1606
506	1647	1601
507	1648	1596
508	1652	1594
509	1656	1591
510	1658	1587
511	1661	1583
512	1665	1581
513	1667	1577
514	1671	1574
515	1674	1570
516	1678	1568
517	1679	1562
518	1683	1560
519	1684	1555
520	1686	1550
521	1688	1545
522	1696	1547
523	1698	1542
524	1702	1540
525	1704	1535
526	1706	1531
527	1710	1529
528	1712	1524
529	1716	1521
530	1719	1518
531	1721	1514
532	1724	1511
533	1727	1507
534	1729	1502
535	1730	1498
536	1732	1493
537	1733	1488
538	1735	1483
539	1736	1479
540	1741	1477
541	1743	1473
542	1744	1468
543	1745	1463
544	1747	1458
545	1749	1454
546	1750	1449
547	1751	1444
548	1753	1440
549	1754	1435
550	1759	1433
551	1761	1429
552	1763	1425
553	1764	1420
554	1771	1420
555	1776	1418
556	1778	1414
557	1780	1410
558	1783	1407
559	1793	1409
560	1795	1404
561	1800	1403
562	1805	1401
563	1808	1398
564	1810	1393
565	1811	1389
566	1818	1388
567	1821	1385
568	1823	1381
569	1825	1377
570	1832	1376
571	1836	1374
572	1841	1372
573	1845	1369
574	1847	1365
575	1848	1360
576	1851	1357
577	1854	1354
578	1856	1349
579	1861	1348
580	1863	1344
581	1866	1340
582	1869	1337
583	1871	1332
584	1875	1330
585	1877	1326
586	1879	1322
587	1881	1318
588	1885	1315
589	1887	1311
590	1891	1309
591	1893	1305
592	1900	1304
593	1905	1302
594	1907	1298
595	1909	1294
596	1910	1289
597	1913	1286
598	1914	1281
599	1918	1278
600	1919	1274
601	1923	1271
602	1924	1267
603	1926	1262
604	1927	1258
605	1929	1254
606	1934	1252
607	1936	1248
608	1938	1244
609	1939	1240
610	1941	1236
611	1943	1232
612	1946	1228
613	1949	1225
614	1953	1222
615	1956	1219
616	1960	1217
617	1965	1215
618	1970	1212
619	1972	1208
620	1974	1204
621	1975	1200
622	1985	1201
623	1989	1198
624	1990	1194
625	1994	1191
626	1997	1188
627	2001	1185
628	2002	1181
629	2004	1177
630	2009	1174
631	2016	1174
632	2019	1170
633	2021	1167
634	2023	1162
635	2026	1160
636	2031	1157
637	2033	1153
638	2035	1150
639	2041	1148
640	2043	1144
641	2044	1140
642	2049	1138
643	2051	1134
644	2052	1129
645	2054	1125
646	2056	1122
647	2058	1118
648	2060	1114
649	2062	1110
650	2064	1106
651	2067	1103
652	2072	1101
653	2076	1098
654	2078	1094
655	2083	1092
656	2089	1091
657	2091	1087
658	2097	1085
659	2106	1084
660	2111	1082
661	2115	1080
662	2118	1076
663	2123	1074
664	2126	1070
665	2132	1069
666	2134	1065
667	2138	1063
668	2140	1059
669	2143	1055
670	2146	1052
671	2149	1049
672	2151	1045
673	2153	1041
674	2157	1038
675	2162	1036
676	2164	1032
677	2166	1028
678	2169	1025
679	2171	1022
680	2179	1020
681	2181	1017
682	2183	1013
683	2185	1009
684	2186	1005
685	2197	1005
686	2200	1002
687	2203	999
688	2213	999
689	2217	996
690	2231	997
691	2236	995
692	2245	994
693	2248	991
694	2250	987
695	2254	984
696	2255	980
697	2259	977
698	2267	976
699	2269	972
700	2271	969
701	2275	966
702	2278	962
703	2284	960
704	2286	956
705	2292	954
706	2296	951
707	2298	947
708	2301	944
709	2305	941
710	2316	941
711	2320	938
712	2323	935
713	2325	931
714	2328	928
715	2334	926
716	2340	923
717	2342	920
718	2345	916
719	2349	913
720	2353	910
721	2360	908
722	2362	905
723	2365	901
724	2373	900
725	2375	896
726	2378	893
727	2380	889
728	2382	885
729	2387	883
730	2389	879
731	2391	875
732	2393	871
733	2398	869
734	2402	866
735	2406	863
736	2410	860
737	2414	857
738	2420	854
739	2436	856
740	2441	853
741	2445	850
742	2456	849
743	2460	846
744	2462	842
745	2473	842
746	2477	839
747	2479	835
748	2485	832
749	2489	829
750	2493	826
751	2499	824
752	2503	821
753	2506	817
754	2508	813
755	2512	810
756	2514	807
757	2515	803
758	2517	799
759	2518	795
760	2522	792
761	2523	788
762	2524	784
763	2526	780
764	2529	776
765	2532	773
766	2533	769
767	2538	766
768	2544	764
769	2549	761
770	2553	758
771	2555	754
772	2556	750
773	2560	747
774	2564	744
775	2566	740
776	2570	737
777	2572	733
778	2574	730
779	2580	727
780	2582	724
781	2586	721
782	2588	717
783	2594	714
784	2599	712
785	2603	708
786	2606	705
787	2609	702
788	2611	698
789	2615	695
790	2617	691
791	2623	689
792	2628	686
793	2630	682
794	2632	678
795	2642	677
796	2645	673
797	2647	670
798	2651	666
799	2655	663
800	2657	660
801	2659	656
802	2661	653
803	2663	649
804	2665	645
805	2666	641
806	2670	638
807	2672	634
808	2673	631
809	2675	627
810	2677	623
811	2679	620
812	2683	617
813	2685	613
814	2688	610
815	2692	607
816	2694	603
817	2699	600
818	2702	597
819	2705	593
820	2708	590
821	2710	586
822	2715	583
823	2717	580
824	2726	578
825	2731	575
826	2735	572
827	2738	568
828	2740	565
829	2745	562
830	2748	559
831	2753	556
832	2757	552
833	2759	549
834	2765	546
835	2767	542
836	2769	539
837	2772	535
838	2775	532
839	2778	529
840	2780	525
841	2782	522
842	2785	518
843	2787	515
844	2790	511
845	2793	508
846	2795	504
847	2796	501
848	2798	497
849	2800	494
850	2806	491
851	2808	487
852	2817	485
853	2823	482
854	2828	479
855	2839	477
856	2841	474
857	2842	470
858	2845	467
859	2860	465
860	2862	462
861	2865	458
862	2873	456
863	2877	453
864	2883	450
865	2892	447
866	2893	443
867	2895	440
868	2897	436
869	2909	434
870	2911	431
871	2917	428
872	2926	425
873	2928	422
874	2934	419
875	2941	416
876	2942	412
877	2944	409
878	2948	405
879	2954	402
880	2956	399
881	2963	396
882	2968	393
883	2970	389
884	2974	386
885	2983	383
886	2985	380
887	2991	377
888	3000	374
889	3006	371
890	3012	368
891	3017	365
892	3019	361
893	3021	358
894	3023	354
895	3038	352
896	3043	349
897	3045	345
898	3051	342
899	3054	339
900	3057	335
901	3062	332
902	3068	329
903	3072	326
904	3074	322
905	3078	319
906	3082	316
907	3088	312
908	3090	309
909	3093	305
910	3101	303
911	3109	300
912	3111	296
913	3114	293
914	3118	289
915	3123	286
916	3126	282
917	3129	279
918	3131	276
919	3135	272
920	3136	269
921	3138	265
922	3140	261
923	3142	258
924	3146	255
925	3153	251
926	3159	248
927	3163	245
928	3167	242
929	3169	238
930	3174	235
931	3179	231
932	3181	228
933	3185	225
934	3187	221
935	3190	218
936	3197	214
937	3199	211
938	3200	207
939	3203	204
940	3204	200
941	3209	197
942	3213	194
943	3214	190
944	3216	187
945	3218	183
946	3220	180
947	3224	176
948	3226	173
949	3228	169
950	3231	166
951	3233	163
952	3235	159
953	3238	156
954	3241	152
955	3244	149
956	3249	146
957	3251	142
958	3253	139
959	3256	135
960	3258	132
961	3261	128
962	3263	125
963	3264	121
964	3265	118
965	3267	114
966	3270	111
967	3271	108
968	3273	104
969	3275	101
970	3277	97
971	3280	94
972	3281	91
973	3283	87
974	3284	84
975	3286	80
976	3289	77
977	3290	74
978	3292	70
979	3293	67
980	3296	63
981	3302	60
982	3305	57
983	3306	53
984	3310	50
985	3313	47
986	3316	43
987	3321	40
988	3325	36
989	3330	33
990	3332	30
991	3337	26
992	3340	23
993	3345	20
994	3347	16
995	3352	13
996	3360	10
997	3362	6
998	3366	3
999	3368	0
