iter	RMSE
269	0.1201036503
270	0.1200760931
271	0.1200538296
272	0.1199489136
273	0.119848203
274	0.1197407289
275	0.1197023606
276	0.1196405372
277	0.1194888932
278	0.1194399284
279	0.1193462252
280	0.1192896964
281	0.1192344907
282	0.1192075072
283	0.1191200728
284	0.11899879
285	0.1189091717
286	0.118756783
287	0.11871635
288	0.1186750724
289	0.1186302793
290	0.1185002893
291	0.1182927993
292	0.1181645208
293	0.1179709111
294	0.117877827
295	0.1177749456
296	0.117702495
297	0.1176591074
298	0.1175559517
299	0.1174509574
300	0.1174343209
301	0.117395369
302	0.1173222987
303	0.117258264
304	0.1171897552
305	0.1171261608
306	0.1170941283
307	0.1170328426
308	0.1170097158
309	0.1169390134
310	0.1167810226
311	0.1167324147
312	0.116689209
313	0.1166649827
314	0.1165740882
315	0.1164956179
316	0.1164126495
317	0.1163535882
318	0.1163166576
319	0.1162656885
320	0.116190082
321	0.1161537081
322	0.1160557662
323	0.1160186914
324	0.1159915083
325	0.1159192327
326	0.1158487919
327	0.1157629161
328	0.1157309825
329	0.1156268534
330	0.1156087925
331	0.1155733961
332	0.1155390441
333	0.1154249313
334	0.1154008749
335	0.1153673764
336	0.115301181
337	0.1152154037
338	0.1151785928
339	0.1151314662
340	0.1151112992
341	0.1150568394
342	0.114977491
343	0.1149201168
344	0.1147513508
345	0.1146759496
346	0.1145631062
347	0.1144781057
348	0.1144313052
349	0.1144072131
350	0.1143660678
351	0.1143321921
352	0.1142878928
353	0.1142684978
354	0.1142250721
355	0.1141651718
356	0.1141498359
357	0.1140765702
358	0.114048545
359	0.1140076999
360	0.1139673411
361	0.1139003443
362	0.1138422314
363	0.1137652404
364	0.1137097245
365	0.1136629486
366	0.1135932737
367	0.1135657913
368	0.1135263984
369	0.1134354959
370	0.1133806157
371	0.1133047685
372	0.1132393645
373	0.1131950621
374	0.1131692452
375	0.113100235
376	0.1130690622
377	0.1130504474
378	0.1130330312
379	0.1130266039
380	0.1130072374
381	0.1129710304
382	0.1129563971
383	0.1129211708
384	0.1128901718
385	0.1128456073
386	0.1128346457
387	0.1128125565
388	0.1127846401
389	0.1127742162
390	0.1126982531
391	0.1126485212
392	0.1125515223
393	0.1124657299
394	0.1123331379
395	0.1122392537
396	0.112185734
397	0.1121162367
398	0.1120605126
399	0.1120119838
400	0.1119971042
401	0.111956009
402	0.1119281863
403	0.1118553683
404	0.1117867878
405	0.1117797153
406	0.1117337355
407	0.1117112872
408	0.1116788856
409	0.1116522502
410	0.1115844763
411	0.1115312464
412	0.1114833677
413	0.1114333198
414	0.1113791458
415	0.1113631497
416	0.1112864095
417	0.1112777175
418	0.1112196368
419	0.1111526662
420	0.1111334537
421	0.1110759532
422	0.1110474552
423	0.1110247839
424	0.1109988862
425	0.1109549004
426	0.1109519712
427	0.1109061768
428	0.1108577852
429	0.1108131697
430	0.1107896229
431	0.1107814182
432	0.1107388099
433	0.110712292
434	0.1106850672
435	0.1106608057
436	0.1106258815
437	0.1106052888
438	0.1105140147
439	0.1104951934
440	0.1104669588
441	0.1104381438
442	0.1103894877
443	0.1103516031
444	0.110296106
445	0.1102710076
446	0.1102339197
447	0.1101796372
448	0.1101445299
449	0.1100780376
450	0.1100598906
451	0.1100529601
452	0.1100220794
453	0.1099983086
454	0.109988106
455	0.1099764363
456	0.1099076044
457	0.1098477629
458	0.1098081049
459	0.1097658496
460	0.1097417383
461	0.1097129149
462	0.1097069679
463	0.1096965364
464	0.1096398083
465	0.1096286193
466	0.1096172529
467	0.1095851413
468	0.109531026
469	0.1094601339
470	0.109428003
471	0.1094116351
472	0.1093816212
473	0.1093623225
474	0.1093288368
475	0.1092998138
476	0.1092186624
477	0.1091568538
478	0.1091294246
479	0.1090576517
480	0.1090278706
481	0.1089791116
482	0.1089294833
483	0.108913833
484	0.1088924744
485	0.1088328784
486	0.1087598747
487	0.1087405167
488	0.1086847209
489	0.1086717717
490	0.1086018346
491	0.1085451094
492	0.1085255549
493	0.1085053322
494	0.1084856382
495	0.1084496736
496	0.1084038717
497	0.1083785724
498	0.1083385227
499	0.1082666617
500	0.1082487043
501	0.1082040677
502	0.108189282
503	0.1081137591
504	0.1080894443
505	0.1080481468
506	0.1080323532
507	0.1079672059
508	0.1079219793
509	0.1078565409
510	0.1078296203
511	0.1077684297
512	0.1077613438
513	0.1077146243
514	0.1076944344
515	0.1076430078
516	0.1076188436
517	0.1075763666
518	0.1075626845
519	0.1075440182
520	0.1074888041
521	0.1074453381
522	0.1074366508
523	0.10736163
524	0.1073554932
525	0.1073129984
526	0.1072803093
527	0.1072404668
528	0.107194965
529	0.1071672977
530	0.107105311
531	0.1070861143
532	0.1070477263
533	0.1070207223
534	0.1069830162
535	0.1069700955
536	0.1069624904
537	0.1069482184
538	0.1068951381
539	0.1068880825
540	0.106856631
541	0.1068105675
542	0.1068061815
543	0.1067496391
544	0.1067260775
545	0.1066994023
546	0.1066830756
547	0.106648813
548	0.1066148069
549	0.1066053527
550	0.106581866
551	0.1065540781
552	0.1065410834
553	0.1064952737
554	0.1064425085
555	0.1064275153
556	0.1064048349
557	0.106365135
558	0.1063219121
559	0.1062585712
560	0.1061887557
561	0.1061828773
562	0.106164231
563	0.1061402146
564	0.1061138599
565	0.1061071895
566	0.1060566505
567	0.1060442816
568	0.1060285412
569	0.1059908399
570	0.1059710466
571	0.1059466414
572	0.1058794759
573	0.105869642
574	0.1058414834
575	0.1058016676
576	0.1057737678
577	0.1057507479
578	0.1057262445
579	0.1056836206
580	0.1056496645
581	0.1056302598
582	0.1055978454
583	0.1055375655
584	0.1054801127
585	0.1054534037
586	0.1054326905
587	0.1053968999
588	0.1053621799
589	0.1053422576
590	0.1052843118
591	0.105231149
592	0.1052087112
593	0.1051979218
594	0.1051785339
595	0.1051461574
596	0.1051416951
597	0.1051133983
598	0.1050774915
599	0.1050655012
600	0.1050459441
601	0.1050204194
602	0.1050042771
603	0.1049708315
604	0.1049479825
605	0.1049050376
606	0.1048833237
607	0.1048444596
608	0.1048226142
609	0.1048151504
610	0.1047943345
611	0.1047902037
612	0.1047634
613	0.1047234192
614	0.1047087982
615	0.1046788679
616	0.104587923
617	0.1045525279
618	0.104516657
619	0.1044815789
620	0.1044662112
621	0.1044436167
622	0.1044106269
623	0.1043931521
624	0.1043814721
625	0.1043772408
626	0.1043632313
627	0.104335028
628	0.1043291853
629	0.1043163069
630	0.1042817937
631	0.1042701592
632	0.1042454627
633	0.1042321095
634	0.1041941696
635	0.1041776347
636	0.1041479631
637	0.1041294075
638	0.1041040892
639	0.1040540716
640	0.104035902
641	0.1040149813
642	0.1040033212
643	0.1039785389
644	0.1039381473
645	0.1038852211
646	0.1038724318
647	0.1038305587
648	0.1037856048
649	0.1037667712
650	0.1037309929
651	0.1037165486
652	0.1036985931
653	0.1036670101
654	0.1036284506
655	0.1036075971
656	0.1035970124
657	0.1035640074
658	0.1035466268
659	0.1035394151
660	0.1035216827
661	0.1034843803
662	0.1034490878
663	0.1034273974
664	0.1033913927
665	0.1033688695
666	0.1033576438
667	0.1033355013
668	0.1033178452
669	0.1033000097
670	0.1032812533
671	0.103248285
672	0.1032204318
673	0.1032042884
674	0.1031788033
675	0.1031763139
676	0.1031668846
677	0.1031515971
678	0.1031307164
679	0.1031238601
680	0.1031175083
681	0.1030888441
682	0.1030658932
683	0.10301372
684	0.1029873519
685	0.1029805313
686	0.1029469297
687	0.1029260659
688	0.1028964093
689	0.1028911091
690	0.1028655688
691	0.1028522289
692	0.1028250407
693	0.102779677
694	0.1027738469
695	0.1027462471
696	0.102723203
697	0.1027078885
698	0.1026661446
699	0.1026530194
700	0.1026109011
701	0.1025613404
702	0.1025199584
703	0.1024978634
704	0.1024692242
705	0.102455175
706	0.102423907
707	0.1023979198
708	0.1023244789
709	0.1022968729
710	0.1022808868
711	0.1022425858
712	0.1022327917
713	0.1021840707
714	0.1021690403
715	0.1021368432
716	0.1021262252
717	0.102082399
718	0.1020608933
719	0.1020417665
720	0.1020184213
721	0.1020161791
722	0.102004929
723	0.1019787687
724	0.1019663277
725	0.1019509147
726	0.1019412811
727	0.1019257135
728	0.1019106952
729	0.1018625866
730	0.1018359001
731	0.1018203741
732	0.101811669
733	0.1017991235
734	0.1017458623
735	0.1017227664
736	0.1016836943
737	0.1016756617
738	0.1016325919
739	0.1015904504
740	0.1015574265
741	0.1015278543
742	0.1015211547
743	0.1014935863
744	0.1014484331
745	0.1014434187
746	0.1014335111
747	0.101402213
748	0.1013842043
749	0.1013548927
750	0.101321879
751	0.1013124648
752	0.1012905056
753	0.1012663165
754	0.1012234074
755	0.101207634
756	0.1011822405
757	0.1011758492
758	0.1011678568
759	0.1011529619
760	0.1011244461
761	0.101091206
762	0.1010822094
763	0.1010470758
764	0.1010376748
765	0.1009888783
766	0.1009730352
767	0.1009633293
768	0.1009456237
769	0.1009096473
770	0.1008984732
771	0.10087908
772	0.1008501059
773	0.1008263027
774	0.1008123612
775	0.1007888578
776	0.1007530237
777	0.1007400227
778	0.1006938591
779	0.1006815031
780	0.1006654622
781	0.1006342071
782	0.1006284769
783	0.1006138287
784	0.1006036383
785	0.1005804692
786	0.1005402192
787	0.1005203012
788	0.1005049797
789	0.1004929533
790	0.100468562
791	0.1004604534
792	0.1004351514
793	0.1003833389
794	0.1003494361
795	0.1003303789
796	0.1003214
797	0.100306483
798	0.1002612302
799	0.1002463549
800	0.1002346045
801	0.1002186443
802	0.1001858379
803	0.1001388531
804	0.1001324194
805	0.1001219023
806	0.1001072237
807	0.1000806948
808	0.1000488183
809	0.1000150423
810	0.09997630587
811	0.09995963221
812	0.09993768608
813	0.09992890226
814	0.09992659531
815	0.09991297764
816	0.09990616158
817	0.09989416838
818	0.09988364361
819	0.09982658824
820	0.09981409654
821	0.09979071525
822	0.09978210753
823	0.09974695602
824	0.09973933591
825	0.09972750925
826	0.09968354822
827	0.09964735394
828	0.09961348691
829	0.0995849512
830	0.09956447066
831	0.09955379603
832	0.09953633284
833	0.0995229595
834	0.09951499996
835	0.09949750514
836	0.0994707253
837	0.09946059573
838	0.09942557054
839	0.09941341901
840	0.09937865895
841	0.0993584293
842	0.09934852269
843	0.09932924734
844	0.0993234137
845	0.09930165064
846	0.09928138217
847	0.09927200309
848	0.09922832906
849	0.09921263117
850	0.09919764208
851	0.09915939466
852	0.09912455581
853	0.09910202906
854	0.09907897391
855	0.09902919563
856	0.0989973531
857	0.09897158767
858	0.09894879339
859	0.09889216596
860	0.09888629064
861	0.09887255665
862	0.0988531106
863	0.09883641099
864	0.09880270958
865	0.0987901274
866	0.09876194456
867	0.09873732393
868	0.09872569418
869	0.09870997373
870	0.09868813703
871	0.09866664153
872	0.09865062604
873	0.09864292175
874	0.09861470992
875	0.09858647062
876	0.09858426299
877	0.09857378007
878	0.09855896418
879	0.09854577032
880	0.09852611977
881	0.09851200919
882	0.09848201008
883	0.09846715093
884	0.09845295148
885	0.09844657819
886	0.09841625139
887	0.09839257311
888	0.09837437684
889	0.09833136818
890	0.09831488263
891	0.09828682608
892	0.09825554583
893	0.09824684796
894	0.09822678785
895	0.09821700648
896	0.09819344921
897	0.09815491726
898	0.0981370523
899	0.09811478133
